views,subscriber,videoscount,date,year,day_of_week,month,day,week_number,season,quarter,part_of_month
1464159,3189,228,2016-12-19,2016,0,12,19,51,0,3,1
1466380,3200,228,2016-12-20,2016,1,12,20,51,0,3,1
1468712,3203,228,2016-12-21,2016,2,12,21,51,0,3,2
1471021,3208,228,2016-12-22,2016,3,12,22,51,0,3,2
1473272,3210,228,2016-12-23,2016,4,12,23,51,0,3,2
1475535,3212,228,2016-12-24,2016,5,12,24,51,0,3,2
1477747,3221,228,2016-12-25,2016,6,12,25,51,0,3,2
1479758,3230,228,2016-12-26,2016,0,12,26,52,0,3,2
1481941,3231,228,2016-12-27,2016,1,12,27,52,0,3,2
1484183,3236,228,2016-12-28,2016,2,12,28,52,0,3,2
1486406,3242,228,2016-12-29,2016,3,12,29,52,0,3,2
1488424,3247,228,2016-12-30,2016,4,12,30,52,0,3,2
1490616,3250,228,2016-12-31,2016,5,12,31,52,0,3,2
1492774,3256,228,2017-01-01,2017,6,1,1,52,0,0,0
1494743,3263,228,2017-01-02,2017,0,1,2,01,0,0,0
1496894,3266,228,2017-01-03,2017,1,1,3,01,0,0,0
1499061,3270,228,2017-01-04,2017,2,1,4,01,0,0,0
1501146,3275,228,2017-01-05,2017,3,1,5,01,0,0,0
1503323,3278,228,2017-01-06,2017,4,1,6,01,0,0,0
1505252,3280,228,2017-01-07,2017,5,1,7,01,0,0,0
1509654,3292,228,2017-01-08,2017,6,1,8,01,0,0,0
1511908,3300,228,2017-01-09,2017,0,1,9,02,0,0,0
1514142,3302,228,2017-01-10,2017,1,1,10,02,0,0,0
1516300,3310,228,2017-01-11,2017,2,1,11,02,0,0,1
1518405,3314,228,2017-01-12,2017,3,1,12,02,0,0,1
1520209,3318,228,2017-01-13,2017,4,1,13,02,0,0,1
1533108,3326,228,2017-01-14,2017,5,1,14,02,0,0,1
1533108,3335,228,2017-01-15,2017,6,1,15,02,0,0,1
1562413,3340,228,2017-01-16,2017,0,1,16,03,0,0,1
1572841,3346,228,2017-01-17,2017,1,1,17,03,0,0,1
1579267,3350,228,2017-01-18,2017,2,1,18,03,0,0,1
1579230,3353,228,2017-01-19,2017,3,1,19,03,0,0,1
1581271,3358,228,2017-01-20,2017,4,1,20,03,0,0,1
1583286,3360,228,2017-01-21,2017,5,1,21,03,0,0,2
1585257,3361,228,2017-01-22,2017,6,1,22,03,0,0,2
1587330,3367,228,2017-01-23,2017,0,1,23,04,0,0,2
1540876,3369,228,2017-01-24,2017,1,1,24,04,0,0,2
1540876,3378,228,2017-01-25,2017,2,1,25,04,0,0,2
1545055,3378,228,2017-01-26,2017,3,1,26,04,0,0,2
1546884,3383,228,2017-01-27,2017,4,1,27,04,0,0,2
1546884,3385,228,2017-01-28,2017,5,1,28,04,0,0,2
1549972,3390,228,2017-01-29,2017,6,1,29,04,0,0,2
1551549,3396,228,2017-01-30,2017,0,1,30,05,0,0,2
1551549,3399,228,2017-01-31,2017,1,1,31,05,0,0,2
1554954,3402,228,2017-02-01,2017,2,2,1,05,0,0,0
1554954,3408,228,2017-02-02,2017,3,2,2,05,0,0,0
1556975,3414,228,2017-02-03,2017,4,2,3,05,0,0,0
1561752,3425,228,2017-02-04,2017,5,2,4,05,0,0,0
1564500,3431,228,2017-02-05,2017,6,2,5,05,0,0,0
1567189,3441,228,2017-02-06,2017,0,2,6,06,0,0,0
1569668,3450,228,2017-02-07,2017,1,2,7,06,0,0,0
1572164,3457,228,2017-02-08,2017,2,2,8,06,0,0,0
1572164,3467,228,2017-02-09,2017,3,2,9,06,0,0,0
1577299,3474,228,2017-02-10,2017,4,2,10,06,0,0,0
1579791,3483,228,2017-02-11,2017,5,2,11,06,0,0,1
1582418,3491,228,2017-02-12,2017,6,2,12,06,0,0,1
1582418,3490,228,2017-02-13,2017,0,2,13,07,0,0,1
1587246,3496,228,2017-02-14,2017,1,2,14,07,0,0,1
1589520,3501,228,2017-02-15,2017,2,2,15,07,0,0,1
1591729,3509,228,2017-02-16,2017,3,2,16,07,0,0,1
1593970,3511,228,2017-02-17,2017,4,2,17,07,0,0,1
1596240,3514,228,2017-02-18,2017,5,2,18,07,0,0,1
1598618,3523,228,2017-02-19,2017,6,2,19,07,0,0,1
1600966,3529,228,2017-02-20,2017,0,2,20,08,0,0,1
1603179,3533,228,2017-02-21,2017,1,2,21,08,0,0,2
1605596,3540,228,2017-02-22,2017,2,2,22,08,0,0,2
1607855,3545,228,2017-02-23,2017,3,2,23,08,0,0,2
1610040,3550,228,2017-02-24,2017,4,2,24,08,0,0,2
1612262,3553,229,2017-02-25,2017,5,2,25,08,0,0,2
1614809,3556,229,2017-02-26,2017,6,2,26,08,0,0,2
1614809,3563,229,2017-02-27,2017,0,2,27,09,0,0,2
1619548,3567,229,2017-02-28,2017,1,2,28,09,0,0,2
1621781,3573,229,2017-03-01,2017,2,3,1,09,1,0,0
1624013,3575,229,2017-03-02,2017,3,3,2,09,1,0,0
1626200,3580,229,2017-03-03,2017,4,3,3,09,1,0,0
1628348,3583,229,2017-03-04,2017,5,3,4,09,1,0,0
1630519,3588,229,2017-03-05,2017,6,3,5,09,1,0,0
1630519,3589,230,2017-03-06,2017,0,3,6,10,1,0,0
1634935,3595,230,2017-03-07,2017,1,3,7,10,1,0,0
1637186,3602,230,2017-03-08,2017,2,3,8,10,1,0,0
1639449,3602,230,2017-03-09,2017,3,3,9,10,1,0,0
1641525,3608,230,2017-03-10,2017,4,3,10,10,1,0,0
1643575,3617,230,2017-03-11,2017,5,3,11,10,1,0,1
1645802,3623,230,2017-03-12,2017,6,3,12,10,1,0,1
1648140,3626,230,2017-03-13,2017,0,3,13,11,1,0,1
1650206,3633,230,2017-03-14,2017,1,3,14,11,1,0,1
1652359,3638,230,2017-03-15,2017,2,3,15,11,1,0,1
1654483,3641,230,2017-03-16,2017,3,3,16,11,1,0,1
1656478,3643,230,2017-03-17,2017,4,3,17,11,1,0,1
1658597,3647,230,2017-03-18,2017,5,3,18,11,1,0,1
1660733,3652,230,2017-03-19,2017,6,3,19,11,1,0,1
1662972,3656,230,2017-03-20,2017,0,3,20,12,1,0,1
1662972,3661,230,2017-03-21,2017,1,3,21,12,1,0,2
1667284,3667,230,2017-03-22,2017,2,3,22,12,1,0,2
1669239,3670,230,2017-03-23,2017,3,3,23,12,1,0,2
1671186,3671,230,2017-03-24,2017,4,3,24,12,1,0,2
1673242,3678,230,2017-03-25,2017,5,3,25,12,1,0,2
1675324,3684,230,2017-03-26,2017,6,3,26,12,1,0,2
1677491,3690,230,2017-03-27,2017,0,3,27,13,1,0,2
1679587,3696,230,2017-03-28,2017,1,3,28,13,1,0,2
1681619,3695,230,2017-03-29,2017,2,3,29,13,1,0,2
1683625,3700,230,2017-03-30,2017,3,3,30,13,1,0,2
1685681,3702,230,2017-03-31,2017,4,3,31,13,1,0,2
488314,2612,37,2016-10-01,2016,5,10,1,39,3,3,0
489063,2613,37,2016-10-02,2016,6,10,2,39,3,3,0
489540,2612,37,2016-10-03,2016,0,10,3,40,3,3,0
490193,2609,37,2016-10-04,2016,1,10,4,40,3,3,0
490888,2610,37,2016-10-05,2016,2,10,5,40,3,3,0
491590,2611,37,2016-10-06,2016,3,10,6,40,3,3,0
492352,2612,37,2016-10-07,2016,4,10,7,40,3,3,0
493060,2610,38,2016-10-08,2016,5,10,8,40,3,3,0
493939,2605,38,2016-10-09,2016,6,10,9,40,3,3,0
495748,2608,38,2016-10-10,2016,0,10,10,41,3,3,0
496921,2612,38,2016-10-11,2016,1,10,11,41,3,3,1
498296,2615,38,2016-10-12,2016,2,10,12,41,3,3,1
498296,2616,38,2016-10-13,2016,3,10,13,41,3,3,1
500417,2617,39,2016-10-14,2016,4,10,14,41,3,3,1
501315,2616,39,2016-10-15,2016,5,10,15,41,3,3,1
502832,2616,39,2016-10-16,2016,6,10,16,41,3,3,1
503832,2615,39,2016-10-17,2016,0,10,17,42,3,3,1
504641,2614,39,2016-10-18,2016,1,10,18,42,3,3,1
505353,2614,39,2016-10-19,2016,2,10,19,42,3,3,1
505976,2615,39,2016-10-20,2016,3,10,20,42,3,3,1
505976,2612,39,2016-10-21,2016,4,10,21,42,3,3,2
507135,2613,39,2016-10-22,2016,5,10,22,42,3,3,2
507757,2612,39,2016-10-23,2016,6,10,23,42,3,3,2
507757,2612,39,2016-10-24,2016,0,10,24,43,3,3,2
508966,2612,39,2016-10-25,2016,1,10,25,43,3,3,2
509589,2613,39,2016-10-26,2016,2,10,26,43,3,3,2
510311,2614,39,2016-10-27,2016,3,10,27,43,3,3,2
511138,2614,39,2016-10-28,2016,4,10,28,43,3,3,2
511885,2614,39,2016-10-29,2016,5,10,29,43,3,3,2
512630,2615,39,2016-10-30,2016,6,10,30,43,3,3,2
513370,2614,39,2016-10-31,2016,0,10,31,44,3,3,2
514151,2618,39,2016-11-01,2016,1,11,1,44,3,3,0
514929,2620,39,2016-11-02,2016,2,11,2,44,3,3,0
515815,2621,39,2016-11-03,2016,3,11,3,44,3,3,0
516646,2621,39,2016-11-04,2016,4,11,4,44,3,3,0
516646,2623,39,2016-11-05,2016,5,11,5,44,3,3,0
518500,2623,39,2016-11-06,2016,6,11,6,44,3,3,0
519363,2624,39,2016-11-07,2016,0,11,7,45,3,3,0
520251,2624,39,2016-11-08,2016,1,11,8,45,3,3,0
521067,2625,39,2016-11-09,2016,2,11,9,45,3,3,0
521859,2628,39,2016-11-10,2016,3,11,10,45,3,3,0
522680,2630,39,2016-11-11,2016,4,11,11,45,3,3,1
523578,2631,39,2016-11-12,2016,5,11,12,45,3,3,1
524412,2631,39,2016-11-13,2016,6,11,13,45,3,3,1
525358,2633,39,2016-11-14,2016,0,11,14,46,3,3,1
526455,2634,39,2016-11-15,2016,1,11,15,46,3,3,1
526455,2635,39,2016-11-16,2016,2,11,16,46,3,3,1
528060,2635,39,2016-11-17,2016,3,11,17,46,3,3,1
528886,2637,39,2016-11-18,2016,4,11,18,46,3,3,1
529641,2638,39,2016-11-19,2016,5,11,19,46,3,3,1
530364,2639,39,2016-11-20,2016,6,11,20,46,3,3,1
531116,2642,39,2016-11-21,2016,0,11,21,47,3,3,2
531858,2642,39,2016-11-22,2016,1,11,22,47,3,3,2
532616,2645,39,2016-11-23,2016,2,11,23,47,3,3,2
532616,2645,39,2016-11-24,2016,3,11,24,47,3,3,2
533840,2648,39,2016-11-25,2016,4,11,25,47,3,3,2
534386,2643,39,2016-11-26,2016,5,11,26,47,3,3,2
534902,2643,39,2016-11-27,2016,6,11,27,47,3,3,2
535468,2643,39,2016-11-28,2016,0,11,28,48,3,3,2
536968,2643,39,2016-11-29,2016,1,11,29,48,3,3,2
536845,2645,39,2016-11-30,2016,2,11,30,48,3,3,2
536845,2645,39,2016-12-01,2016,3,12,1,48,0,3,0
536845,2645,39,2016-12-02,2016,4,12,2,48,0,3,0
536845,2647,39,2016-12-03,2016,5,12,3,48,0,3,0
536845,2648,39,2016-12-04,2016,6,12,4,48,0,3,0
539669,2647,39,2016-12-05,2016,0,12,5,49,0,3,0
541276,2646,39,2016-12-06,2016,1,12,6,49,0,3,0
541276,2646,39,2016-12-07,2016,2,12,7,49,0,3,0
542491,2649,39,2016-12-08,2016,3,12,8,49,0,3,0
543007,2649,39,2016-12-09,2016,4,12,9,49,0,3,0
543551,2648,39,2016-12-10,2016,5,12,10,49,0,3,0
544030,2649,39,2016-12-11,2016,6,12,11,49,0,3,1
544663,2651,39,2016-12-12,2016,0,12,12,50,0,3,1
545252,2652,39,2016-12-13,2016,1,12,13,50,0,3,1
545896,2654,39,2016-12-14,2016,2,12,14,50,0,3,1
546450,2653,39,2016-12-15,2016,3,12,15,50,0,3,1
546801,2653,39,2016-12-16,2016,4,12,16,50,0,3,1
546801,2653,39,2016-12-17,2016,5,12,17,50,0,3,1
547591,2651,39,2016-12-18,2016,6,12,18,50,0,3,1
547962,2652,39,2016-12-19,2016,0,12,19,51,0,3,1
548328,2651,39,2016-12-20,2016,1,12,20,51,0,3,1
548635,2652,39,2016-12-21,2016,2,12,21,51,0,3,2
548875,2652,39,2016-12-22,2016,3,12,22,51,0,3,2
549183,2652,39,2016-12-23,2016,4,12,23,51,0,3,2
549559,2651,39,2016-12-24,2016,5,12,24,51,0,3,2
549939,2650,39,2016-12-25,2016,6,12,25,51,0,3,2
550179,2650,39,2016-12-26,2016,0,12,26,52,0,3,2
550524,2650,39,2016-12-27,2016,1,12,27,52,0,3,2
550846,2650,39,2016-12-28,2016,2,12,28,52,0,3,2
551375,2648,39,2016-12-29,2016,3,12,29,52,0,3,2
551736,2646,39,2016-12-30,2016,4,12,30,52,0,3,2
552207,2648,39,2016-12-31,2016,5,12,31,52,0,3,2
552603,2648,39,2017-01-01,2017,6,1,1,52,0,0,0
552913,2648,39,2017-01-02,2017,0,1,2,01,0,0,0
553340,2647,39,2017-01-03,2017,1,1,3,01,0,0,0
553744,2646,39,2017-01-04,2017,2,1,4,01,0,0,0
554048,2645,39,2017-01-05,2017,3,1,5,01,0,0,0
554315,2645,39,2017-01-06,2017,4,1,6,01,0,0,0
554551,2645,39,2017-01-07,2017,5,1,7,01,0,0,0
555122,2644,39,2017-01-08,2017,6,1,8,01,0,0,0
555323,2642,39,2017-01-09,2017,0,1,9,02,0,0,0
555603,2639,39,2017-01-10,2017,1,1,10,02,0,0,0
555835,2640,39,2017-01-11,2017,2,1,11,02,0,0,1
556066,2641,39,2017-01-12,2017,3,1,12,02,0,0,1
556312,2640,39,2017-01-13,2017,4,1,13,02,0,0,1
558998,2639,39,2017-01-14,2017,5,1,14,02,0,0,1
558998,2635,39,2017-01-15,2017,6,1,15,02,0,0,1
568948,2634,39,2017-01-16,2017,0,1,16,03,0,0,1
573031,2634,39,2017-01-17,2017,1,1,17,03,0,0,1
575194,2631,39,2017-01-18,2017,2,1,18,03,0,0,1
574384,2632,39,2017-01-19,2017,3,1,19,03,0,0,1
574631,2632,39,2017-01-20,2017,4,1,20,03,0,0,1
574815,2631,39,2017-01-21,2017,5,1,21,03,0,0,2
574959,2630,39,2017-01-22,2017,6,1,22,03,0,0,2
575122,2630,39,2017-01-23,2017,0,1,23,04,0,0,2
558523,2630,39,2017-01-24,2017,1,1,24,04,0,0,2
558523,2630,39,2017-01-25,2017,2,1,25,04,0,0,2
558872,2631,39,2017-01-26,2017,3,1,26,04,0,0,2
559032,2630,39,2017-01-27,2017,4,1,27,04,0,0,2
559032,2629,39,2017-01-28,2017,5,1,28,04,0,0,2
559408,2630,39,2017-01-29,2017,6,1,29,04,0,0,2
559754,2628,39,2017-01-30,2017,0,1,30,05,0,0,2
559754,2626,39,2017-01-31,2017,1,1,31,05,0,0,2
560278,2627,39,2017-02-01,2017,2,2,1,05,0,0,0
560278,2628,39,2017-02-02,2017,3,2,2,05,0,0,0
560506,2628,39,2017-02-03,2017,4,2,3,05,0,0,0
560956,2628,39,2017-02-04,2017,5,2,4,05,0,0,0
561176,2628,39,2017-02-05,2017,6,2,5,05,0,0,0
561447,2627,39,2017-02-06,2017,0,2,6,06,0,0,0
561760,2628,39,2017-02-07,2017,1,2,7,06,0,0,0
562001,2627,39,2017-02-08,2017,2,2,8,06,0,0,0
562001,2627,39,2017-02-09,2017,3,2,9,06,0,0,0
562425,2626,39,2017-02-10,2017,4,2,10,06,0,0,0
562606,2626,39,2017-02-11,2017,5,2,11,06,0,0,1
562795,2625,39,2017-02-12,2017,6,2,12,06,0,0,1
562795,2624,39,2017-02-13,2017,0,2,13,07,0,0,1
563178,2625,39,2017-02-14,2017,1,2,14,07,0,0,1
563363,2625,39,2017-02-15,2017,2,2,15,07,0,0,1
563584,2625,39,2017-02-16,2017,3,2,16,07,0,0,1
563755,2623,39,2017-02-17,2017,4,2,17,07,0,0,1
564000,2622,39,2017-02-18,2017,5,2,18,07,0,0,1
564174,2625,39,2017-02-19,2017,6,2,19,07,0,0,1
564497,2624,39,2017-02-20,2017,0,2,20,08,0,0,1
564802,2623,39,2017-02-21,2017,1,2,21,08,0,0,2
565473,2622,39,2017-02-22,2017,2,2,22,08,0,0,2
566096,2624,39,2017-02-23,2017,3,2,23,08,0,0,2
566412,2625,39,2017-02-24,2017,4,2,24,08,0,0,2
566737,2626,39,2017-02-25,2017,5,2,25,08,0,0,2
567227,2625,39,2017-02-26,2017,6,2,26,08,0,0,2
567227,2625,39,2017-02-27,2017,0,2,27,09,0,0,2
567968,2624,39,2017-02-28,2017,1,2,28,09,0,0,2
568320,2621,39,2017-03-01,2017,2,3,1,09,1,0,0
568626,2622,39,2017-03-02,2017,3,3,2,09,1,0,0
568882,2621,39,2017-03-03,2017,4,3,3,09,1,0,0
569092,2621,39,2017-03-04,2017,5,3,4,09,1,0,0
569305,2619,39,2017-03-05,2017,6,3,5,09,1,0,0
569305,2619,39,2017-03-06,2017,0,3,6,10,1,0,0
569759,2618,39,2017-03-07,2017,1,3,7,10,1,0,0
570026,2618,39,2017-03-08,2017,2,3,8,10,1,0,0
570267,2619,39,2017-03-09,2017,3,3,9,10,1,0,0
570532,2619,39,2017-03-10,2017,4,3,10,10,1,0,0
570824,2618,39,2017-03-11,2017,5,3,11,10,1,0,1
571115,2618,39,2017-03-12,2017,6,3,12,10,1,0,1
571538,2617,39,2017-03-13,2017,0,3,13,11,1,0,1
571890,2614,39,2017-03-14,2017,1,3,14,11,1,0,1
572248,2613,39,2017-03-15,2017,2,3,15,11,1,0,1
572652,2614,39,2017-03-16,2017,3,3,16,11,1,0,1
572973,2613,39,2017-03-17,2017,4,3,17,11,1,0,1
573359,2614,39,2017-03-18,2017,5,3,18,11,1,0,1
573617,2615,39,2017-03-19,2017,6,3,19,11,1,0,1
573943,2614,39,2017-03-20,2017,0,3,20,12,1,0,1
573943,2618,39,2017-03-21,2017,1,3,21,12,1,0,2
574640,2620,39,2017-03-22,2017,2,3,22,12,1,0,2
575597,2623,39,2017-03-23,2017,3,3,23,12,1,0,2
576514,2628,39,2017-03-24,2017,4,3,24,12,1,0,2
577528,2634,39,2017-03-25,2017,5,3,25,12,1,0,2
579312,2636,39,2017-03-26,2017,6,3,26,12,1,0,2
580323,2630,39,2017-03-27,2017,0,3,27,13,1,0,2
580636,2629,39,2017-03-28,2017,1,3,28,13,1,0,2
580863,2632,39,2017-03-29,2017,2,3,29,13,1,0,2
581533,2639,39,2017-03-30,2017,3,3,30,13,1,0,2
584233,2645,39,2017-03-31,2017,4,3,31,13,1,0,2
3429488,4221,12,2016-10-01,2016,5,10,1,39,3,3,0
3430478,4223,12,2016-10-02,2016,6,10,2,39,3,3,0
3431211,4220,12,2016-10-03,2016,0,10,3,40,3,3,0
3431916,4222,12,2016-10-04,2016,1,10,4,40,3,3,0
3432757,4223,12,2016-10-05,2016,2,10,5,40,3,3,0
3433858,4224,12,2016-10-06,2016,3,10,6,40,3,3,0
3442679,4230,12,2016-10-07,2016,4,10,7,40,3,3,0
3445287,4229,12,2016-10-08,2016,5,10,8,40,3,3,0
3447461,4238,12,2016-10-09,2016,6,10,9,40,3,3,0
3448769,4241,12,2016-10-10,2016,0,10,10,41,3,3,0
3450107,4243,12,2016-10-11,2016,1,10,11,41,3,3,1
3451462,4247,12,2016-10-12,2016,2,10,12,41,3,3,1
3451462,4253,12,2016-10-13,2016,3,10,13,41,3,3,1
3454705,4257,12,2016-10-14,2016,4,10,14,41,3,3,1
3456183,4259,12,2016-10-15,2016,5,10,15,41,3,3,1
3457432,4262,12,2016-10-16,2016,6,10,16,41,3,3,1
3458598,4265,12,2016-10-17,2016,0,10,17,42,3,3,1
3459827,4266,12,2016-10-18,2016,1,10,18,42,3,3,1
3461047,4268,12,2016-10-19,2016,2,10,19,42,3,3,1
3462705,4273,12,2016-10-20,2016,3,10,20,42,3,3,1
3462705,4276,12,2016-10-21,2016,4,10,21,42,3,3,2
3465621,4275,12,2016-10-22,2016,5,10,22,42,3,3,2
3467157,4277,12,2016-10-23,2016,6,10,23,42,3,3,2
3467157,4278,12,2016-10-24,2016,0,10,24,43,3,3,2
3468987,4277,12,2016-10-25,2016,1,10,25,43,3,3,2
3470223,4275,12,2016-10-26,2016,2,10,26,43,3,3,2
3471370,4278,12,2016-10-27,2016,3,10,27,43,3,3,2
3473123,4281,12,2016-10-28,2016,4,10,28,43,3,3,2
3474602,4283,12,2016-10-29,2016,5,10,29,43,3,3,2
3475827,4287,12,2016-10-30,2016,6,10,30,43,3,3,2
3476756,4286,12,2016-10-31,2016,0,10,31,44,3,3,2
3477653,4287,12,2016-11-01,2016,1,11,1,44,3,3,0
3478516,4289,12,2016-11-02,2016,2,11,2,44,3,3,0
3479675,4291,12,2016-11-03,2016,3,11,3,44,3,3,0
3480794,4292,12,2016-11-04,2016,4,11,4,44,3,3,0
3480794,4292,12,2016-11-05,2016,5,11,5,44,3,3,0
3483232,4295,12,2016-11-06,2016,6,11,6,44,3,3,0
3483985,4295,12,2016-11-07,2016,0,11,7,45,3,3,0
3484838,4295,12,2016-11-08,2016,1,11,8,45,3,3,0
3485760,4298,12,2016-11-09,2016,2,11,9,45,3,3,0
3486607,4297,12,2016-11-10,2016,3,11,10,45,3,3,0
3487520,4298,12,2016-11-11,2016,4,11,11,45,3,3,1
3488461,4297,12,2016-11-12,2016,5,11,12,45,3,3,1
3489354,4304,12,2016-11-13,2016,6,11,13,45,3,3,1
3490146,4306,12,2016-11-14,2016,0,11,14,46,3,3,1
3491426,4310,12,2016-11-15,2016,1,11,15,46,3,3,1
3491426,4313,12,2016-11-16,2016,2,11,16,46,3,3,1
3499752,4314,12,2016-11-17,2016,3,11,17,46,3,3,1
3502377,4319,12,2016-11-18,2016,4,11,18,46,3,3,1
3524352,4320,12,2016-11-19,2016,5,11,19,46,3,3,1
3528654,4320,12,2016-11-20,2016,6,11,20,46,3,3,1
3530941,4321,12,2016-11-21,2016,0,11,21,47,3,3,2
3532657,4321,12,2016-11-22,2016,1,11,22,47,3,3,2
3533895,4327,12,2016-11-23,2016,2,11,23,47,3,3,2
3534902,4337,12,2016-11-24,2016,3,11,24,47,3,3,2
3537251,4341,12,2016-11-25,2016,4,11,25,47,3,3,2
3540217,4340,12,2016-11-26,2016,5,11,26,47,3,3,2
3541553,4340,12,2016-11-27,2016,6,11,27,47,3,3,2
3542727,4341,12,2016-11-28,2016,0,11,28,48,3,3,2
3545074,4345,12,2016-11-29,2016,1,11,29,48,3,3,2
3545361,4345,12,2016-11-30,2016,2,11,30,48,3,3,2
3545361,4347,12,2016-12-01,2016,3,12,1,48,0,3,0
3545361,4344,12,2016-12-02,2016,4,12,2,48,0,3,0
3545361,4344,12,2016-12-03,2016,5,12,3,48,0,3,0
3545361,4347,12,2016-12-04,2016,6,12,4,48,0,3,0
3550443,4351,12,2016-12-05,2016,0,12,5,49,0,3,0
3553969,4358,12,2016-12-06,2016,1,12,6,49,0,3,0
3553969,4362,12,2016-12-07,2016,2,12,7,49,0,3,0
3560086,4363,12,2016-12-08,2016,3,12,8,49,0,3,0
3561705,4369,12,2016-12-09,2016,4,12,9,49,0,3,0
3562988,4371,12,2016-12-10,2016,5,12,10,49,0,3,0
3564030,4372,12,2016-12-11,2016,6,12,11,49,0,3,1
3564858,4373,12,2016-12-12,2016,0,12,12,50,0,3,1
3565803,4374,12,2016-12-13,2016,1,12,13,50,0,3,1
3566786,4375,12,2016-12-14,2016,2,12,14,50,0,3,1
3567597,4375,12,2016-12-15,2016,3,12,15,50,0,3,1
3568436,4375,12,2016-12-16,2016,4,12,16,50,0,3,1
3568436,4380,12,2016-12-17,2016,5,12,17,50,0,3,1
3570054,4380,12,2016-12-18,2016,6,12,18,50,0,3,1
3570672,4380,12,2016-12-19,2016,0,12,19,51,0,3,1
3578142,4382,12,2016-12-20,2016,1,12,20,51,0,3,1
3579118,4382,12,2016-12-21,2016,2,12,21,51,0,3,2
3579936,4384,12,2016-12-22,2016,3,12,22,51,0,3,2
3580758,4385,12,2016-12-23,2016,4,12,23,51,0,3,2
3581652,4386,12,2016-12-24,2016,5,12,24,51,0,3,2
3582348,4386,12,2016-12-25,2016,6,12,25,51,0,3,2
3583081,4385,12,2016-12-26,2016,0,12,26,52,0,3,2
3583774,4384,12,2016-12-27,2016,1,12,27,52,0,3,2
3584533,4382,12,2016-12-28,2016,2,12,28,52,0,3,2
3585476,4385,12,2016-12-29,2016,3,12,29,52,0,3,2
3586272,4387,12,2016-12-30,2016,4,12,30,52,0,3,2
3586962,4384,12,2016-12-31,2016,5,12,31,52,0,3,2
3587554,4385,12,2017-01-01,2017,6,1,1,52,0,0,0
3588084,4383,12,2017-01-02,2017,0,1,2,01,0,0,0
3588621,4382,12,2017-01-03,2017,1,1,3,01,0,0,0
3589396,4383,12,2017-01-04,2017,2,1,4,01,0,0,0
3590244,4392,12,2017-01-05,2017,3,1,5,01,0,0,0
3591079,4394,12,2017-01-06,2017,4,1,6,01,0,0,0
3591922,4396,12,2017-01-07,2017,5,1,7,01,0,0,0
3593473,4398,12,2017-01-08,2017,6,1,8,01,0,0,0
3594146,4401,12,2017-01-09,2017,0,1,9,02,0,0,0
3594781,4403,12,2017-01-10,2017,1,1,10,02,0,0,0
3595557,4406,12,2017-01-11,2017,2,1,11,02,0,0,1
3596411,4406,12,2017-01-12,2017,3,1,12,02,0,0,1
3597183,4406,12,2017-01-13,2017,4,1,13,02,0,0,1
3601892,4408,12,2017-01-14,2017,5,1,14,02,0,0,1
3601892,4408,12,2017-01-15,2017,6,1,15,02,0,0,1
3616436,4410,12,2017-01-16,2017,0,1,16,03,0,0,1
3621440,4410,12,2017-01-17,2017,1,1,17,03,0,0,1
3624437,4409,12,2017-01-18,2017,2,1,18,03,0,0,1
3624496,4412,12,2017-01-19,2017,3,1,19,03,0,0,1
3625303,4412,12,2017-01-20,2017,4,1,20,03,0,0,1
3626126,4413,12,2017-01-21,2017,5,1,21,03,0,0,2
3626809,4411,12,2017-01-22,2017,6,1,22,03,0,0,2
3627396,4411,12,2017-01-23,2017,0,1,23,04,0,0,2
3604905,4412,12,2017-01-24,2017,1,1,24,04,0,0,2
3604905,4414,12,2017-01-25,2017,2,1,25,04,0,0,2
3606559,4417,12,2017-01-26,2017,3,1,26,04,0,0,2
3607378,4416,12,2017-01-27,2017,4,1,27,04,0,0,2
3607378,4416,12,2017-01-28,2017,5,1,28,04,0,0,2
3608981,4412,12,2017-01-29,2017,6,1,29,04,0,0,2
3609602,4409,12,2017-01-30,2017,0,1,30,05,0,0,2
3609602,4409,12,2017-01-31,2017,1,1,31,05,0,0,2
3610988,4407,12,2017-02-01,2017,2,2,1,05,0,0,0
3610988,4415,12,2017-02-02,2017,3,2,2,05,0,0,0
3611909,4419,12,2017-02-03,2017,4,2,3,05,0,0,0
3613470,4419,12,2017-02-04,2017,5,2,4,05,0,0,0
3614202,4418,12,2017-02-05,2017,6,2,5,05,0,0,0
3614822,4422,12,2017-02-06,2017,0,2,6,06,0,0,0
3615617,4426,12,2017-02-07,2017,1,2,7,06,0,0,0
3616617,4425,12,2017-02-08,2017,2,2,8,06,0,0,0
3616617,4427,12,2017-02-09,2017,3,2,9,06,0,0,0
3618543,4427,12,2017-02-10,2017,4,2,10,06,0,0,0
3619340,4430,12,2017-02-11,2017,5,2,11,06,0,0,1
3620146,4432,12,2017-02-12,2017,6,2,12,06,0,0,1
3620146,4433,12,2017-02-13,2017,0,2,13,07,0,0,1
3621603,4433,12,2017-02-14,2017,1,2,14,07,0,0,1
3622427,4435,12,2017-02-15,2017,2,2,15,07,0,0,1
1421811,1428,222,2017-02-04,2017,5,2,4,05,0,0,0
1422544,1428,222,2017-02-05,2017,6,2,5,05,0,0,0
1423367,1423,222,2017-02-06,2017,0,2,6,06,0,0,0
1424063,1423,222,2017-02-07,2017,1,2,7,06,0,0,0
1424748,1423,222,2017-02-08,2017,2,2,8,06,0,0,0
